time,tweets,language
2021-04-01,"@WClicked @RockyMtnHiThere @BobMurphyEcon No, I'm strictly opposed to governmental vaccine mandates on principle.

But this is a poor analogy. For most people, the risks of the flu are significantly outweighed by the risks of Covid-19, and the flu vaccine is far less effective.",English
2021-04-01,@RemoveRon The fact that he covered up Covid deaths then sold the vaccine to rich Republicans for campaign contributions.,English
2021-04-01,'We can't help them': #Covid vaccine delays hit vulnerable Melbourne tower residents. Does anybody know the production schedule @CSL? Presumably shareholders hope so https://t.co/f5WYeiVfp0,English
2021-04-01,How 2 health systems made their COVID-19 vaccine rollout as efficient as possible https://t.co/iETaqFi03Y https://t.co/29QAbkxsef,English
2021-04-01,"@johnawelk @JaxAustin The entire science behind the covid vaccine is a fallacy. It has been proven there are cases of false positives, and negatives in regards to patient diagnosis pointing to the fact your scientists can't even properly detect the virus.",English
2021-04-01,"Math is hard. 👀

Let’s see, 90-95% effective, multiply that out by 6-8 variants (at least)....

Oh wait.... do they understand the ‘Seasonal flu vaccine?’

Of 1.2 million fully vaccinated people in Washington state, 100 have gotten COVID-19 #SmartNews  https://t.co/g7VXTtElNo",English
2021-04-01,Read this week's @NorthTorontoOHT COVID-19 update. Click below for the latest information on the vaccine rollout and more! https://t.co/nsyySSDILP https://t.co/IVEdKGTu6Y,English
2021-04-01,"US draws close to 100M vaccinations

More than 100 million people in the #UnitedStates Shave received at least one COVID-19 vaccine jab, the national public health agency reported, as the Biden administration works to speed up vaccinations countrywide https://t.co/D7VfrCiEkL",English
2021-04-01,I got the @pfizer vaccine at @CalStateLA. It is 95% effective and 5% chance that we could still catch COVID. #COVID19 https://t.co/XRWQYRf4jc,English
2021-04-01,"My dad’s assisted living is now closed to visitors for 2 weeks because a staff member tested positive for COVID.

Lemme guess — an anti-vaccine staff member 🤬🙄🤬😭",English
2021-04-01,"I would practically barbecue a pair of leather boots and eat them for the opportunity to get a covid vaccine, but some people are out here with endless conspiracies who either live their lives in constant fear or pick topic of the day subjects to use for I don't even know what. https://t.co/iWyRFmqkC0",English
2021-04-01,'I feel very stuck:' Roanoke nursing student may leave program after refusing vaccine https://t.co/VTRkt2nzT9,English
2021-04-01,FLU=COVID=VACCINE=CONTROL https://t.co/zgHg4yWIQ0,English
2021-04-01,Mainers 16+ to be eligible for COVID-19 vaccine April 7 - WMTW Portland https://t.co/Subm6y9Tdp,English
2021-04-01,"UK Covid-19: Boris Johnson says vaccine passports will be needed to go o... https://t.co/MpfQQ7mc8f via @YouTube 

THIS IS SO SO WRONG BORIS!!!!🤬🤬🤬👹👹👹",English
2021-04-01,Fuck a Covid vaccine. I Can’t wait to flex on y’all with my next Tetanus shot.,English
2021-04-01,Pfizer COVID-19 Vaccine Protects for 6 Months or More: Study https://t.co/bMVYGUUkQN https://t.co/3yc0TcTYhg,English
2021-04-01,"@joanq6 @EleniForCA @GavinNewsom If Kaiser furloughs its advertising dept, the demand would stop. Pay Phizer directly for the Covid vaccine to create supply with the money saved from the ad budget",English
2021-04-01,Emergent BioSolutions Ruins 15 Million Doses of Johnson &amp; Johnson #CovidVaccine https://t.co/Jj1adbED5A,English
2021-04-01,Ethical Questions Surround Plans for COVID Vaccine Passports https://t.co/420fm8Yk7Z https://t.co/El3yUrhInD,English
2021-04-01,Pfizer COVID-19 Vaccine Protects for 6 Months or More: Study https://t.co/qhZoMfeCSd https://t.co/qXutdIdI8O,English
2021-04-01,"I just had my second dose of COVID vaccine, therefore I am invincible",English
2021-04-01,Mainers 16+ to be eligible for COVID-19 vaccine April 7 - WMTW Portland https://t.co/cfZdIRSvV2,English
2021-04-01,"@PoliticsForAlI @Telegraph I still don’t understand this. Vaccines don’t stop catching Covid, or transmitting it. They also may wear off after a few months. What does the vaccine prove to others, apart from you being protected against severe illness for 6months after it was taken.?",English
2021-04-01,Pediatrics -  Ethical Questions Surround Plans for COVID Vaccine Passports https://t.co/A17m9ZI1qw - Help by Sharing https://t.co/etCNjLZyXF,English
2021-04-01,"via @NDcensus April 2021 Issue - North Dakota and the COVID-19 Vaccine: Characteristics of Individuals Unlikely to Vaccinate Against COVID-19 Beginning Jan. 6 of this year, the Census Bureau added questions on the COVID-19 vaccinations to its... https://t.co/FdYhRWjz4o",English
2021-04-01,"Vaccine appointments are available at

Rite Aid Pharmacy (Moderna)
182 Smith Street, Brooklyn, NY, 11201

https://t.co/hC4Kn6FcIb",English
2021-04-01,just signed up for my covid vaccine on the snkrs app 💯,English
2021-04-01,#WHO says #Europe’s #Covid #vaccine rollout ‘unacceptably slow’  https://t.co/Ix3hvbycCr,English
2021-04-01,Y’all taking the COVID vaccine ?,English
2021-04-01,"Japan sets up multilingual call center for COVID-19 vaccine inquiries

#coronavirus

https://t.co/wsacgubi0W",English
2021-04-01,"@CredibleCrypto @djatlantic @CryptoPromoter4 @RealVision @NHSEnglandLDN Indeed, $hbar is being used for covid/vaccine tracking by UK health service, but also similar vaccine/medical supply chain projects in the US (Arizona State, Mayo Clinic) &amp; Bahrain (AVC Global).

https://t.co/xAYhaftswM

https://t.co/tSp2EH7NCF

https://t.co/oTf8VYoUoC",English
2021-04-01,"@SugarlandsShine I got what was supposed to be my first COVID vaccine today, but it turned out to be the one-and-done version. Getting married at the end of the month, so I’m delighted. Taking a shot to celebrate my shot! https://t.co/YzcdZES5bL",English
2021-04-01,Ok i think I want the covid vaccine before my trips come up,English
2021-04-01,This app can help you find Bay Area COVID vaccine appointments in real time. Here's how it works https://t.co/BO456KALAW) via @sfchronicle,English
2021-04-01,@Karoli @NickFalacci @welbyway @atrupar There are studies ongoing to see how well the use of the vaccine as post exposure prophylaxis works. Essentially to see if someone gets an exposure to covid to give them the vaccine immediately to help prevent serious illness. This is how the rabies vaccine works.,English
2021-04-01,"Allegheny County in ""Pennsylvania"" has launched a sign up and pre-register portal for the COVID-19 vaccine.
https://t.co/HklnmX3RUk https://t.co/yb53SlugfV",English
2021-04-01,"@AFisch29 I have prism glasses, but I have trouble with them if I move around at all. 

The magnification makes me nauseous if they are not exactly properly focused. 

I will look into vision therapy after I get the COVID vaccine, hopefully, later this month.",English
2021-04-01,"@RaeComm Covid vaccine this morning, my body has turned into this in the last 10 mins. 
Can’t wait to get into work tomorrow 😬😂 https://t.co/MkxqSD6DqI",English
2021-04-01,"Diagnosis and Management of Vaccine-Related
Thrombosis following AstraZeneca COVID-19
Vaccination: Guidance Statement from the GTH

https://t.co/t3IgvNQy8N
https://t.co/bUSmTj4FVu https://t.co/nobd3jdkXj",English
2021-04-01,"Covid has been here less than 5 years and now there is a vaccine...

Dementia has been here for centuries and you mean to tell me the technology we have today they can't find anything to cure this??",English
2021-04-01,"BEWARE: Attorney General Landry has issued a warning to Louisiana residents about fake COVID Vaccine cards being sold online.
https://t.co/nWtCUAUarF",English
2021-04-01,@RealNormalPod Someone posted a letter they'd received from Bupa saying their insurance wouldn't cover them for any adverse effects as a result of the Covid-19 vaccine. Fuck knows who it was though.,English
2021-04-01,check out this article everybody and please retweet this it says how many people have died in the usa  getting the covid 19 vaccine https://t.co/2pWTAip4Ys,English
2021-04-01,Made my first covid vaccine appointment let’s gooooooooo,English
2021-04-01,COVID-19 Vaccine Clinics Now Open to all #Indigenous People over 18 in BC: https://t.co/TyjicNrJmx #BChealth #FirstNations,English
2021-04-01,"@Mick_Rob_OD @gavreilly Those working in Hospitals are very high risk of contracting COVID and is also very dangerous for the vulnerable patients in a hospital who could contract it from hospital staff. 
HCW paid like all tax payers and whatever about sequencing they are also entitled to vaccine",English
2021-04-01,"""There was one problem. The vaccines that were promised by the federal government have not shown up.""

'We can't help them': Covid vaccine delays hit vulnerable Melbourne tower residents https://t.co/A2S2Zdmue3",English
2021-04-01,@Sites4Congress @Jim_Jordan Why do Democrats need ID for COVID-19 vaccine when they rejected the use of ID in voting?. Because they are cheap cheats. They rig in their own primaries and are fraudulent in office like Joe. Now they are trying to cover up for Joe. Why did Democrats rig the election for Joe?,English
2021-04-01,Column: California rushed to vaccinate poor people. But what about transgender people? https://t.co/vfFcbybdDG,English
2021-04-01,"Employers can't require Covid-19 vaccination under an EUA - STAT

⁦@ChuckCallesto⁩  https://t.co/YHmfJ8Pf8p",English
2021-04-01,"Online sign-ups have allowed hundreds of thousands of people to quickly register for the COVID-19 vaccine. But getting signed up online is not without challenges, especially for vulnerable seniors. https://t.co/WwPUNp5T3K",English
2021-04-01,"FROM THE NEWSROOM: BOSTON (AP) — The state is launching a new strategy to bring COVID-19 vaccine shots to some of the state’s hardest hit areas.
https://t.co/tNx9GC9ePS",English
2021-04-01,"I’m totally unable to schedule an appointment for my 1st dose COVID-19 vaccine in Miami-Dade even if eligible since Monday. I’ve pre-registered in many websites, none has reach out yet to me. Anyone else experiencing the same level of frustration? @MiamiMayor @MayorDaniella",English
2021-04-01,"Foxwoods COVID Vaccine Site To Vaccinate 1,000 People A Day Next Week https://t.co/sscbAdV9tG",English
2021-04-01,15 million J&amp;J COVID Vaccines Thrown Away After Ingredient Mix-Up With AstraZeneca • Children's Health Defense https://t.co/I4uCED2Ffq,English
2021-04-01,"@nirav_mainecdc These vaccines are experimental &amp; should only be taken after consulting with your personal physician. Promoting the vaccine to the healthy 16+ population is irresponsible, at best! GET A 2ND PROFESSIONAL OPINION! https://t.co/0lzsX3Fv98 @drsimonegold @MainePeopleBP @RX_forLiberty",English
2021-04-01,We're hosting a COVID-19 drive-thru vaccine clinic for Denver child care providers and qualifying residents of Curtis Park/Five Points/nearby neighborhoods on 4/10 &amp; 5/8 at @UnitedWayDenver in partnership with @CDPHE. Important details &amp; pre-registration: https://t.co/uQTHBhmOk5 https://t.co/DofmqE8IHl,English
2021-04-01,"@Mr___Guru i have no idea what that thing is but it's definitely not a paw paw, 

maybe a paw paw that received a Covid vaccine",English
2021-04-01,"There will ""definitely"" be a role for vaccine passports for international travel, Boris Johnson has said https://t.co/9GXSjhNnud",English
2021-04-01,this vaccine gonna kill me before covid does😭,English
2021-04-01,@CP24 Black Market Covid Vaccine Cards Are Going To Be Hot!!!!,English
2021-04-01,"2/ “and start programming the production of spike proteins, resulting in the vaccine being less effective.” https://t.co/79iwhdYvXx 72%?? &amp; this does not put fear in a being? I wd rather get covid w 99.8 survival!",English
